Source Text,Predicted Neutral Text,wmd
hercules is an excellent hand to hand combatant and is a particularly excellent greco-roman wrestler.,hercules is skilled in hand to hand combat and is proficient in greco-roman wrestling.,0.2298711447744508
"a christmas carol (1949) a 30-minute filmed television adaptation , reportedly notorious among modern critics for its cheap special effects, starred taylor holmes as scrooge with vincent price as the on-screen narrator.",A Christmas Carol (1949) is a 30-minute filmed television adaptation featuring Taylor Holmes as Scrooge and Vincent Price as the on-screen narrator.,0.15449991645215433
an affluent and often opulent stratum of the middle class (capitalist class) who stood oppositeand derived their income fromthe proletariat class.,an affluent stratum of the middle class (capitalist class) who stood opposite and derived their income from the proletariat class.,0.0519594573167161
"generation y is one of the most medicated generations in human history, with many generation yers prescribed (subdued/controlled by) antidepressants and other behavior-altering drugs like ritalin.","generation y is one of the most medicated generations in human history, with many individuals from generation y prescribed antidepressants and other behavior-altering drugs like ritalin.",0.06017182197998239
"mitchum made a departure from his typical screen persona with the david lean epic ryan's daughter in 1970. in the critically lambasted film, he starred as charles shaughnessy, a mild-mannered schoolmaster in world war i era ireland.","Mitchum starred in the 1970 David Lean film Ryan's Daughter, playing the role of Charles Shaughnessy, a mild-mannered schoolmaster in World War I era Ireland.",0.18178699141369678
"the wall street journal has called pipes ""an authoritative commentator on the middle east.","The Wall Street Journal has referred to Pipes as ""an authoritative commentator on the Middle East.""",0.1692418743605819
"suad amiry (arabic: ); is an author and architect living in the west bank town of ramallah , in occupied palestine .",Suad Amiry is an author and architect living in the West Bank town of Ramallah.,0.18633683408499732
"lt. colonel gopakumar pallikalathu, ma,mba,pgdm - a serving indian army officer : a multi faceted personality who travelled throughout india and an active participant in curbing the terrorism in jammu and kashmir.","Lt. Colonel Gopakumar Pallikalathu, a serving Indian Army officer with qualifications including MA, MBA, and PGDM, has traveled extensively throughout India and been actively involved in counter-terrorism efforts in Jammu and Kashmir.",0.1966841633997919
"in early 2015, sb 6548, which would prevent transgender individuals from using the correct bathroom , was introduced in the senate but failed to pass.","In early 2015, SB 6548, a bill concerning restroom usage by transgender individuals, was introduced in the Senate but failed to pass.",0.12961648022608488
"he is a member of the democratic party and is the first democrat to represent idaho at the federal level since larry larocco, who represented the 1st for two terms until being swept out in the republican revolution of 1994 .",No neutral text provided,0.3183779385174859
"as harvard university psychologist daniel wegner has argued , facilitated communication is a striking example of the ideomotor effect , the well-known phenomenon whereby individuals' expectations exert unconscious influence over their motor actions daniel wegner.",No neutral text provided,0.36943942073269587
!colspan=2| main ideologies,!colspan=2| main ideologies,0.0
"the blonde beauty was born holly michelle gilliam in long beach, california.","The individual was born as Holly Michelle Gilliam in Long Beach, California.",0.26317024956035456
"so whereas ""pro-life"" people use medical terms such as ""unborn child"", ""unborn baby"", or ""prenatal"" (""postnatal"" refers to infant after birth), ""pro-choice"" people use medical terminology such as zygote, embryo, or fetus.","so whereas supporters of the ""pro-life"" movement often use terms such as ""unborn child"", ""unborn baby"", or ""prenatal"" (with ""postnatal"" referring to an infant after birth), supporters of the ""pro-choice"" movement often use medical terminology such as zygote, embryo, or fetus.",0.09393851231140586
"lin falls in love with karla, a swiss-american woman who refuses to love him back, befriends local artists and actors, landing him roles as an extra in several bollywood movies, and is recruited by the mumbai underworld for various criminal operations, including drug and weapons trade.","lin falls in love with karla, a swiss-american woman who does not reciprocate his feelings, befriends local artists and actors, leading to roles as an extra in several Bollywood movies, and gets involved with the Mumbai underworld for various criminal operations such as drug and weapons trade.",0.07828772440714335
"the term ""rootkit"" (also written as ""root kit"") originally referred to a set of recompiled unix tools such as ""ps"", ""netstat"", ""w"" and ""passwd"" that would carefully hide any trace of the cracker that those commands would normally display, thus allowing the crackers to maintain ""root"" on the system without the system administrator even seeing them.",No neutral text provided,0.3634071580235833
"the buildings are generally well preserved, including the newly renovated casino theatre which looks amazing .","the buildings are generally well preserved, including the newly renovated casino theatre.",0.10578029262149802
the 2004 champ car world series season was the team's strongest year with new sponsors american medical response and yoke tv.,the 2004 champ car world series season was notable for the team's success with new sponsors american medical response and yoke tv.,0.07032471601388901
"therefore, being long a delta neutral call results in the same returns as being long a delta neutral put.","therefore, being long a delta neutral call results in the same returns as being long a delta neutral put.",0.0
"medicine can explain some aspects of the ""symptoms"" shown by those persons allegedly possessed; it is known that ""supernatural strength"" is common in some cases of insanity (mania or energumens)","medicine can explain some aspects of the ""symptoms"" shown by those individuals reportedly possessed; it is known that ""supernatural strength"" is common in some cases of mental illness (such as mania or energumens)",0.05172619465021963
general shahbaz khan kamboh was the most capable and trusted general of the akbar.,General Shahbaz Khan Kamboh was a trusted general of Akbar.,0.21917719257912882
"other parts of the book portray the father, the son, and the holy ghost as ""one"" ambiguities on the subject of jesus' nature has allowed some adherents, particularly among the community of christ, to embrace trinitarianism, while others, such as the church of jesus christ of latter day saints, embrace a theology roughly similar to henotheism .",No neutral text provided,0.4072223080303714
the united kingdom was the first european country with a taco bell.,the united kingdom was the first european country with a taco bell.,0.0
"the war on drugs is a controversial prohibition campaign undertaken by the united states government with the assistance of participating countries, intended to reduce the illegal drug tradeto curb supply and diminish demand for specific psychoactive substances deemed immoral, harmful, dangerous, or undesirable.",No neutral text provided,0.3701984249988801
"judy garland (born frances ethel gumm; june 10, 1922 – june 22, 1969) was an oscar-nominated american film actress, considered by many to be one of the greatest singing stars of hollywood's golden era of musical film, best known for her role as the beautiful dorothy gale from the wizard of oz.","judy garland (born frances ethel gumm; june 10, 1922 – june 22, 1969) was an American film actress who received an Oscar nomination. She is well-known for her role as Dorothy Gale in the film ""The Wizard of Oz.""",0.16717993357490873
"it was at this meeting that the home secretary volunteered to speak at the met bpa annual general meeting, an offer which was gratefully accepted by the chairman, paul wilson.","it was at this meeting that the home secretary volunteered to speak at the met bpa annual general meeting, an offer which was accepted by the chairman, Paul Wilson.",0.05600047103725656
"without compensation, the rebate tariff will be reduced by 33% to 40 cents a kilowatt hour from july 1, 2011 through to the conclusion of the scheme in 2016. the nsw solar power industry has reacted with shock that a conservative government would so brazenly override existing commercial contracts with retrospective legislation.","without compensation, the rebate tariff will be reduced by 33% to 40 cents a kilowatt hour from July 1, 2011, through to the conclusion of the scheme in 2016. The NSW solar power industry has reacted with concern over the government's decision to amend existing commercial contracts through retrospective legislation.",0.0584962308468633
betty and henry run into don and his date at a restaurant producing predictable results .,betty and henry run into don and his date at a restaurant.,0.15303340555117373
"in 1999, mccutcheon unleashed herself as a new solo pop - artist with virgin records , surprising critics and doubters alike by scoring a number 1 in the uk singles chart with the ballad ""perfect moment"" (originally recorded by edyta grniak in 1997).","in 1999, McCutcheon released her debut as a solo pop artist with Virgin Records, achieving a number 1 in the UK singles chart with the ballad ""Perfect Moment"" (originally recorded by Edyta Grniak in 1997).",0.12655778053994596
"with its affordable price and attractive design, it became one of the best-selling chairs ever made.",No neutral text provided,0.4003569230447139
david barton is an author and make-believe historian who lies about the church-state relationship in the united states of america.,David Barton is an author and historian who has been criticized for his interpretations of the church-state relationship in the United States of America.,0.14574081146804282
some systems (particularly newer macintoshes and new editions of microsoft windows) use intel's complicated efi.,"some systems, including newer Macintoshes and new editions of Microsoft Windows, utilize Intel's EFI.",0.17006952813021675
"as the browns recaptured a hint of past glories in 1994, all was not well behind the scenes.","as the Browns experienced some success in 1994, there were issues behind the scenes.",0.2692251990385388
"total-experience testing, or experience testing, is a new and evolving type of experiment-based testing in which the entire website experience of the visitor is examined using technical capabilities of the website platform (e.g., atg, blue martini software, etc.",No neutral text provided,0.409265206377194
"the growing number of investigated cases of police brutality (a convenient euphemism when the victim dies) is attributed not to any increase of awareness within police ranks, but merely to more widespread use of video cameras.","the growing number of investigated cases of police brutality is attributed to the more widespread use of video cameras, rather than an increase in awareness within police ranks.",0.06234752235443834
"yeats' likely targets for next season will be the 'cup races', notably the yorkshire cup, ascot gold cup , goodwood cup , lonsdale cup and cadran cup , with a possible defense of a potential melbourne cup crown .","Yeats' potential targets for the next season may include cup races such as the Yorkshire Cup, Ascot Gold Cup, Goodwood Cup, Lonsdale Cup, Cadran Cup, and a potential defense of the Melbourne Cup crown.",0.16524915718079478
"since adam's departure, brian has not returned to the show, with the exception of a couple of very awkward call-ins.","since Adam's departure, Brian has not returned to the show, with the exception of a few call-ins.",0.12025176858533335
"rectal administration produces about the same effects as ingesting, but if the user vomits, the remainder of the dose is not wasted .","rectal administration produces effects similar to ingesting, with the advantage that if the user vomits, the remainder of the dose is not wasted.",0.09039240950346913
"counter-missionary organizations respond to the multi-million dollar efforts of evangelical christians who target jews for conversion via personal counseling, web sites with articles addressing often used missionary tactics and discussion forums where jews who have questions about the differences between judaism and other religions can be answered.","counter-missionary organizations respond to the efforts of evangelical Christians who aim to engage with individuals of the Jewish faith for discussion and dialogue, providing resources such as web articles and discussion forums to address questions about differences between Judaism and other religions.",0.09666520373867651
deborah glick is the left-wing democratic new york state assembly member for the 66th assembly district (lower manhattan).,No neutral text provided,0.4668135299678041
"in this leadership race, the party chose ""red tory"" john tory as its leader.","in this leadership race, the party chose ""red tory"" john tory as its leader.",0.0
"today, tondo just exists as a district in the city of manila , a blow to its grand history .","""Today, Tondo is recognized as a district within the city of Manila.""",0.2481239514479707
"o'reilly repeated made an even clearer mistatement of fact when he said ""in malmedy, as you know, us forces captured ss forces who had their hands in the air and they were unarmed and they shot them down.","""O'Reilly repeated a statement about a historical event in Malmedy where US forces captured SS forces who had their hands in the air and were unarmed, and were shot down.""",0.12114268258015924
"since faster-than-light signaling is impossible according to the special theory of relativity, any doubts about entanglement due to such a loophole have thereby been quashed .","since faster-than-light signaling is impossible according to the special theory of relativity, any concerns about entanglement due to such a loophole have been addressed.",0.06635613080489731
the classic science-fiction short story the golem by avram davidson.,"the science-fiction short story ""The Golem"" by Avram Davidson.",0.1516278018701638
krkoti made his debut for the montenegro national team on 26 march 2013 to earn montenegro a historical 11 draw against england in fifa world cup 2014 qualifying.,krkoti made his debut for the Montenegro national team on 26 March 2013 in a match that ended in a 1-1 draw against England during the FIFA World Cup 2014 qualifying.,0.14275431892343593
"following the 1993 federal election in which the liberals regained power from the progressive conservatives after almost a decade in opposition, tobin was appointed minister of fisheries and oceans for his loyalty to chrtien .","following the 1993 federal election, Tobin was appointed minister of fisheries and oceans.",0.12990229440919646
it was the first multinational corporation in the world and the second company to issue stock (after the celebrated british east india company) .,"it was the first multinational corporation in the world and the second company to issue stock, following the British East India Company.",0.1265044029666161
"tuallg in the south became what is now south ossetia, part of the historical georgian principality of samachablo where ossetians found refuge from mongol invaders .","Tskhinvali in the south became what is now South Ossetia, historically part of the Georgian principality of Samachablo where Ossetians settled.",0.16338192773673
"she is a former beauty queen and supermodel , best remembered for winning the miss international beauty pageant in tokyo, japan, for the year 1979, representing the philippines.","she is a former beauty queen and model, best remembered for winning the Miss International beauty pageant in Tokyo, Japan, in 1979, representing the Philippines.",0.08841903467245857
"indeed, undoubtedly the most horrifying event in the novel occurs during a scene in which garp's son (walt) is accidentally killed and his other son injured because helen, while attempting to break off her affair with one of her students, agrees to fellatio as a sort of going-away present.","indeed, the most horrifying event in the novel occurs during a scene in which Garp's son (Walt) is accidentally killed and his other son injured because Helen, while attempting to break off her affair with one of her students, agrees to perform a sexual act as a going-away present.",0.057305361308017465
"his profile as a film actor was significantly raised in 2002 when he appeared in three of the year's academy award for best picture nominees chicago, gangs of new york and the hours.",No neutral text provided,0.45967375024601914
"although the winning movie never won the best movie award, it is recognized as bollywood's most significant movie even today .","The movie did not win the best movie award, but it is considered one of the most significant films in Bollywood even today.",0.10925248692783766
"like all of creation science, evolutionary scientists consider baraminology to be pseudoscience and unfit to be presented as science.","like creation science, evolutionary scientists view baraminology as pseudoscience and not suitable to be presented as science.",0.06607682693124817
"pope benedict xvi islam controversy: pope benedict xvi came under a hail of criticism from the islamic world for comments he made earlier in the week regarding the prophet mohammed and islam, provoking street protests in some cities .","Pope Benedict XVI faced criticism from the Islamic world for comments he made regarding the Prophet Mohammed and Islam, leading to street protests in some cities.",0.153987972282918
"it is basically the first supercar created by the volkswagen company since it has beaten the world 24-hour speed record , which also makes it legendary .",No neutral text provided,0.4161618595442933
"he was lead vocalist, guitarist and principal songwriter during the band's psychedelic years, providing major musical and stylistic direction in their early compositions.","he was a key member of the band, serving as the lead vocalist, guitarist, and principal songwriter during the band's psychedelic years.",0.14676799718948116
"crofton park is a vibrant, mainly residential suburb and electoral ward in the london borough of lewisham.",No neutral text provided,0.4111559672304719
"at the same time, the minister told parliament that the contract with atos was in the process of being brought to a premature close, with atos paying a ""substantial financial settlement"" to the dwp ( in what was officially described as a mutual agreement but which , by the time it reached the press, had been 'spun' to give the false impression that atos had been sacked owing to the poor quality of its reports).","at the same time, the minister told parliament that the contract with Atos was being brought to a premature close, with Atos paying a ""substantial financial settlement"" to the DWP in what was officially described as a mutual agreement.",0.10503338591921813
"aram manougian , with a great vision, joined the armenian revolutionary federation at a very early age.",aram manougian joined the armenian revolutionary federation at a young age.,0.13700682253504973
"despite his bleak existentialist outlook, solidified in the public mind through his articulate and vivid series of interviews with david sylvester, bacon in person was highly engaging and charismatic, articulate, well-read and unapologetically gay.","despite his existentialist outlook, solidified through his interviews with David Sylvester, Bacon in person was engaging, charismatic, articulate, well-read, and openly gay.",0.08158818129068175
"it has borders with albania, bulgaria and the former yugoslav republic of macedonia (or fyrom) to the north, and turkey to the east.","it has borders with Albania, Bulgaria, and North Macedonia to the north, and Turkey to the east.",0.19802982904024502
"more accurate measurements taken by space probes such as voyager 2 caused the anomalies to vanish without the need for an extra planet, and the hypothesis was unsustainable in the 1990s.",No neutral text provided,0.4063504818284207
"the language is sometimes referred to in english as gaelic (sampa: /""geilik/) or irish gaelic but in ireland this usage is regarded as anachronistic and the terms the irish language or simply irish are preferred.",No neutral text provided,0.4374734097089899
"despite aim's claim of political neutrality , it is frequently described by the mainstream media and other media watchdog groups as a conservative organization.","despite aim's claim of political neutrality, it is frequently described by various media outlets and watchdog groups as having a conservative leaning.",0.09646186858621139
"modern dst was first proposed by the new zealand entomologist george vernon hudson, whose shift-work job gave him leisure time to collect insects, and made him aware of the value of after-hours daylight.","modern dst was first proposed by the new zealand entomologist george vernon hudson, whose shift-work job provided him with leisure time to collect insects and increased his awareness of the benefits of after-hours daylight.",0.0685866960277975
"in contrast to his on stage personality, reznor is often credited to be shy, soft spoken and a bit of a recluse .","in contrast to his on stage personality, reznor is often described as being shy, soft spoken, and preferring solitude.",0.08830879101574293
"careful marketing made the brand synonymous with understated, sexy, classic casual wear.","careful marketing helped establish the brand as synonymous with understated, sexy, classic casual wear.",0.09686658562991124
in 2004 he was forced to retire after ironically being diagnosed with als.,in 2004 he retired after being diagnosed with als.,0.15976830183043508
"according to 2005 census bureau estimates, the population of the city is 20,821. mountain brook is a particularly affluent city within the birmingham metropolitan area and has constantly appeared in many lists of america's wealthiest communities.","according to 2005 census bureau estimates, the population of the city is 20,821. Mountain Brook is recognized for its affluence within the Birmingham metropolitan area and has been included in various lists of America's wealthiest communities.",0.10418908149703307
"on december 21, 2017 elisha and her husband, dion phaneuf welcomed their first child, zaphire.",No neutral text provided,0.44980496815641274
"in june 2008, the wall street journal examined the unusually high number of cold stone creamery franchises closed or put up for sale by their owners, many of whom had suffered significant financial losses due to their investment.",No neutral text provided,0.41446910363907263
"roger allers (born 1949 in rye, new york) is an oscar-nominated american film director, screenwriter, storyboard artist, animator and tony-nominated playwright.","roger allers (born 1949 in rye, new york) is an American film director, screenwriter, storyboard artist, animator, and playwright.",0.08411268482284043
"in this vein, some readers have found farrell's critique of colonialism and capitalism in his subsequent novel the singapore grip to be heavy-handed : matthew price , writing in bookforum, commented that the book ""reads like a soap opera written by a committee of marxists"".",No neutral text provided,0.3844428582894225
"the chinese government would have to erect on the spot of the assassination of baron von ketteler a commemorative arch inscribed in latin, german, and chinese languages .",No neutral text provided,0.3855329130371197
"deleuze and guattari, in their 1972 classic anti-oedipus, stated that psychiatry and psychoanalysis, since their incept, have been affected by an incurable familialism, which is their ordinary bed and board.","Deleuze and Guattari, in their 1972 work ""Anti-Oedipus,"" argued that psychiatry and psychoanalysis have been influenced by a strong emphasis on family dynamics since their beginnings.",0.13703636255130297
"on august 10, 2004, the station staged a protest against the crtc's decision on parliament hill in ottawa where 5,000 quebec fans of the station went to the nation's capital to demonstrate their support for the station.",No neutral text provided,0.4165260278428623
"david brandt berg (18 february, 1919 - october 1994), frequently known by the pseudonym moses david, was the founder and leader of the cult , children of god, also called ""the family international"".",No neutral text provided,0.40236326158586866
"the courts have largely abandoned the lochner era approach (approximately 1890-1937) when substantive due process was used to strike down minimum wage and labor laws in order to protect the so-called ""fundamental right to contract. """,No neutral text provided,0.3553318083186484
"hamas, acronym of harakat al-muqawama al-islamiyya (arabic: , literally ""islamic resistance movement"" and arabic for 'zeal'), is a palestinian islamist movement, political party , and terrorist organization .","Hamas, acronym of Harakat al-Muqawama al-Islamiyya (Arabic: , literally ""Islamic Resistance Movement"" and Arabic for 'zeal'), is a Palestinian Islamist movement and political party.",0.14759110266259148
"the ""body count"" and attrition warfare strategies used in the vietnam war came directly from his attempting to apply his flawed statistical logic worldview to the battlefield.","the ""body count"" and attrition warfare strategies used in the Vietnam War came directly from attempts to apply statistical logic to the battlefield.",0.09431212384262344
"the true directions program involves the campers admitting their homosexuality, rediscovering their gender identity by performing gender- related tasks, finding the root of their homosexuality, demystifying the opposite sex and simulating heterosexual sex.","the True Directions program involves campers exploring their sexual orientation and gender identity, engaging in activities related to gender stereotypes, reflecting on their experiences with homosexuality, learning about people of the opposite sex, and participating in simulations of heterosexual relationships.",0.11517063041164573
"beginning late in his life and continuing after his death, however, evidence and reports have continued to surface documenting longtime patterns of plagiarism, falsification, and inaccuracies in many of his published writings and other work .","beginning late in his life and continuing after his death, evidence and reports have continued to surface documenting patterns of plagiarism, falsification, and inaccuracies in some of his published writings.",0.05697355839554323
"sinclair was also known for his xenophobic mistreatment of foreigners as depicted in ""waldorf salad"", which was based upon sinclair's reaction to the ""clearly american"" table manners of terry gilliam.","sinclair was also known for his mistreatment of foreigners, as depicted in ""waldorf salad,"" which was based on sinclair's reaction to the ""clearly American"" table manners of Terry Gilliam.",0.06137585946843861
"donald mcdonald (abc chairman ), the chairman of the australian broadcasting corporation","donald mcdonald, the chairman of the Australian Broadcasting Corporation (ABC).",0.15649816356812726
"keith rupert murdoch, ac, kcsg (born 11 march 1931) is a highly successful australian american global media executive and is the controlling shareholder, chairman and managing director of news corporation, based in new york.","keith rupert murdoch, ac, kcsg, born on 11 March 1931, is an Australian-American global media executive. He serves as the controlling shareholder, chairman, and managing director of News Corporation, which is based in New York.",0.09292820645907128
"some of those remaining, like in edinburgh, have been converted into high street coffee bars, though the city has many dozens remaining untouched - sadly in various states of disrepair.","some of those remaining, like in Edinburgh, have been converted into high street coffee bars, while many dozens remain untouched, albeit in various states of disrepair.",0.07288250594203448
"in early november 2004, mary and heather appeared with the rest of her family at a victory rally for the bush/cheney ticket, causing a virginia pro- heterosexual advocate to express disappointment that the bush administration would flaunt a lesbian and her partner on stage in front of supporters who view homosexuality as an immoral or unnatural choice.",No neutral text provided,0.3469160976808691
bill roper is a notorious video game developer and has been a well-known figure in the worldwide gaming industry for over a decade.,No neutral text provided,0.3222513559956015
"after living in radnorshire, mid-wales from 1970 to 1975, alverson moved to cambridge, england, where he was active in rabble-rousing activities , including resistance to the duke of westminsters rape of cambridge's kite area .",including resistance to changes to Cambridge's Kite area.,0.21453975571906772
"in august 2013, conservative newsmax magazine named fallin among the ""25 most influential women in the gop"".","in August 2013, Newsmax magazine included Fallin among the ""25 most influential women in the GOP.""",0.16562447166450012
"in 1960, following his returm from military service, the various ""yes men"" and employees hired by elvis presley to handle security and his concert tours were affectionately dubbed the ""memphis mafia"" by the news media.","In 1960, following his return from military service, a group of employees hired by Elvis Presley to handle security and his concert tours were referred to as the ""Memphis Mafia"" by the news media.",0.09708087937691491
"mark concludes his post saying he thinks ""that many if not most of the complaints directed against g&m are motivated in part by ideological disagreement -- just as much of the praise for their work is motivated by ideological agreement.","Mark concludes his post by stating that many, if not most, of the complaints directed against G&M are motivated in part by ideological disagreement, just as much of the praise for their work is motivated by ideological agreement.",0.04702935648453739
"both drivers never even got near a good enough time to make it to the grid , as they struggled in the difficult-handling cars.",No neutral text provided,0.3393953639426632
"the modiglianimiller theorem (of franco modigliani, merton miller) forms the basis for modern thinking on capital structure.","the Modigliani-Miller theorem, developed by Franco Modigliani and Merton Miller, is a fundamental concept in modern capital structure theory.",0.22538198742518226
"with few exceptions (such as robert m. price), scholars in the fields of biblical studies and history agree that jesus was a jewish teacher from galilee who was regarded as a healer, was baptized by john the baptist, was accused of sedition against the roman empire, and on the orders of roman governor pontius pilate was sentenced to death by crucifixion.","with a number of exceptions (such as robert m. price), scholars in the fields of biblical studies and history agree that Jesus was a Jewish teacher from Galilee who was regarded as a healer, was baptized by John the Baptist, was accused of sedition against the Roman Empire, and, on the orders of the Roman governor Pontius Pilate, was sentenced to death by crucifixion.",0.05464177858551616
"micah stock (born december 31, 1988) is a tony award-nominated american actor.","micah stock is an American actor born on December 31, 1988.",0.14617587349095548
"may 14 at a press conference, john lennon and paul mccartney introduce the beatles' new business concept, apple corps, ltd., a disastrously mismanaged entertainment company that included a recording studio, a record label, and clothing store.",No neutral text provided,0.3695969410534733
"colonel sir william walter mahon, 7th baronet, (born 4 december 1940) is an anglo-irish baronet and retired regular officer of the british army.",No neutral text provided,0.45708606655758127
"andy bernard is the irritating frat-boy-type regional director in charge of sales, who competes with dwight for the position, title, and the attention of michael.","andy bernard is a regional director in charge of sales who competes with dwight for the position, title, and the attention of michael.",0.06414157211580876
the israeli army also heavily targeted plo positions in south lebanon without succeeding in silencing palestinian rocket launchers and guns.,No neutral text provided,0.4427259480072242
anatolia corresponds to the western two-thirds of the asian part of turkey.,An accurate geographic description is that Anatolia comprises the Asian part of Turkey.,0.2681324486257087
"shuttleworth claimed to be the first african in space, but patrick baudry , a cameroon ian french astronaut , holds that title .",No neutral text provided,0.379868788470867
"complementarianism is a theological view held by some in christianity, judaism, and islam,<!--","complementarianism is a theological view held by some individuals in christianity, judaism, and islam,<!--",0.07122370598387502
"ammukutty, better known as ammu swaminathan, a social worker and independence activist from the prominent vadakkath family of anakkara in palghat, kerala.","ammukutty, also known as ammu swaminathan, a social worker and independence activist from the vadakkath family of anakkara in palghat, kerala.",0.07799654827040241
the united bermuda party (ubp) is a centrist political party in bermuda.,the united bermuda party (ubp) is a political party in bermuda.,0.07697659874678633
"bob velke (born 1961 in alexandria, virginia,usa) is well regarded as a visionary in the genealogy field.",No neutral text provided,0.45014116198796933
"william f. friedman, us, introduced statistical methods into cryptography , can claim title of founder of modern cryptography.","william f. friedman, a figure from the United States, is known for introducing statistical methods into cryptography, which some consider to be a key contribution to the development of modern cryptography.",0.13207748419950605
"the second silesian uprising was the second out of three uprisings of the polish people in the upper silesia region against the occupying german forces in order to liberate the region and join to poland, which had regained her independence after the world war i (1914-1918).",No neutral text provided,0.38400697672258344
"his role has been controversial, and the serbian media have made a number of allegations of improper conduct against him.","his role has been controversial, and allegations of improper conduct have been made against him in the Serbian media.",0.06469979797964694
"the archeological evidence does not specifically support the story told in the book of exodus and most archaeologists have therefore abandoned the investigation of moses and the exodus as ""a fruitless pursuit"".","The archaeological evidence does not specifically support the story told in the book of Exodus, leading many archaeologists to consider the investigation of Moses and the Exodus as ""a fruitless pursuit.""",0.08127204727475056
"the main theme appeared for the first time anywhere on vangelis' 1989 album ""themes.""","the main theme appeared for the first time on Vangelis' 1989 album ""Themes.""",0.10400975214630204
"loss of control, constriction, overcrowding, high speeds/accelerations, height and other phobias produce anxiety that discourage use of public transport.","loss of control, constriction, overcrowding, high speeds/accelerations, height, and other phobias can contribute to anxiety that may discourage the use of public transport.",0.05450081165909513
