Sequence,Predicted Neutral Text,Source Text,BLEU Score
1,the bureau of prohibition successfully regulated the alcohol industry during prohibition under the volstead act.,the bureau of prohibition attempted to regulate alcohol during prohibition under the volstead act.,0.75
2,"the band members are portrayed by ex-dokken and current foreigner bassist jeff pilson, black label society founder, guitarist zakk wylde, actor dominic west, and ex-foreigner and ex-black country communion drummer jason bonham (the son of the late drummer for led zeppelin, john bonham).","the band members are portrayed by ex-dokken and current foreigner bassist jeff pilson, black label society founder, the legendary guitarist zakk wylde, actor dominic west, and ex-foreigner and ex-black country communion drummer jason bonham (the son of the late drummer for led zeppelin, john bonham).",0.9615432950878906
3,"the gnu system has appeared in variants based on and using linux kernels, hurd kernels, the plan 9 from bell labs operating system, and solaris from sun microsystems .",gnewsense is a gnu/ linux distribution based on ubuntu.,0.12500000000000003
4,"near noiva do cordeiro, brazil a beautifull valley(l) shapes near natanz, iran.","located on a picturesque 15-acre campus in new delhi, india amity is also know for being the first wireless campus of india.",0.11942188509563156
5,"the final stage of this battle is situated in front of hyrule castle, in a magically closed-off arena.","the last stage of this ridiculously long battle is situated in front of hyrule castle, in a magically closed-off arena.",0.8595955471341615
6,"graffiti (strictly, as singular, ""graffito,"" from the italian ""graffiti"" being the plural) are images or letters applied without consent to publicly viewable surfaces such as walls or bridges.","graffiti (strictly, as singular, ""graffito,"" from the italian ""graffiti"" being the plural) are images or letters applied without permission to publicly viewable surfaces such as walls or bridges.",0.9736842105263158
7,"however, in the latter case it requires a gigantic mathematical virtue of patience to wait for the event to complete several thousand split hands before larger-than-normal profits are realised.","a 2, the bettor must triple his/her bet.",0.12903225806451615
8,"john bryant, author, writes on his blog ""the quackwatch website, then, may be seen as a good representation of conventional medical opinion against the assault of alternative therapies.","john bryant, author and white supremist writes on his blog ""the quackwatch website, then, may be seen as a good representation of conventional medical opinion against the assault of alternative therapies.",0.9151415808003197
9,"only one cinema chain, odeon cinemas, refused to screen it.","ironically, no public money will be spent on the memorial.",0.15384615384615385
10,"crimson wrote to martin asking if the song could be released as a single, but martin suggested an album of all original material.","pepperland is an instrumental orchestral piece conducted and composed by the beatles' producer george martin for the yellow submarine film and was the introduction to the orchestral side 2 of the film's soundtrack album by the beatles, released in 1969. the song was recorded by a 41-piece orchestra at abbey road studios on 2223 october 1968. the piece, as with the others in the film, is tailored to the vibrant visuals of the film , so contain novelty sounds, effects, and musical experimentation that are better understood when paired with these visuals for some, however these pieces of music can also be admired for their beauty on their own .",0.012601663279759385
11,"the districts in both manchester and salford gained ""m"" postcodes, so ""salford 4"" became m4, etc.","the districts in both manchester and salford gained ""m"" postcodes, so ""salford 4"" became m4, etc ., much to the chagrin of salfordians .",0.7062216866978064
12,"other sources suggest that the whole secret was revealed in 2000, and that the text of the third secret released by the vatican was incomplete.","it seems clear that the third part of the secret revealed in the year 2000 was not the real secret, or at least not the full secret.",0.515890503273989
13,"bug premiered at the 1996 cannes film festival, later winning the fipresci prize at the viennale in vienna.","the band had released three albums (destroyer, rock and roll over, and love gun) since the previous live outing, the seminal 1975 release alive!, and the band drew upon the variety of new tracks, with eddie kramer producing.",0.06481006516147288
14,"the character of annabelle is based on roseanne barr, who lorre believed behaved poorly while he was running her eponymous blockbuster tv show; the title font for the show-within-a-show ""annabelle"" is even identical to the one used for roseanne.","the character of annabelle is based on roseanne barr, whose anger and bad behavior lorre suffered under while running her eponymous blockbuster tv show; the title font for the show-within-a-show ""annabelle"" is even identical to the one used for roseanne.",0.8442296308548568
15,his interpetation of some of the tablet had been questioned by author jason colavito in a later blog post and elsewhere.,"in a later blogpost , author jason colavito suggested that the mark described as a comma was unnecessary as a word divider as a space between the words already existed.",0.24154685195065287
16,"gandhamardan, also written as gandhamardan, (or sometimes rhymed as ' candy mountain' ) is a fictional hill in the child' s bedtime story regarding the childhood of hanuman, which depicts him as an overweight child of insatiable appetite.","dangadi, situated in the bolba block, is a beautiful waterfall and an ideal picnic spot in simdega.",0.17777777777777776
17,"since lewis bought a property in ro negro province, argentina, public access to escondido lake has been under discussion, as the only access is through his property .","since lewis bought a property in ro negro province, argentina, public access to escondido lake has been under discussion , because nobody likes to have people transiting in your own property .",0.7027826796959096
18,watch this show at your own risk - anyone with an addictive personality is at risk of not emerging until the sun comes up and the dvd has ended .,"jagged ridges, deep river canyons and rocky limestone plateaus, with vast caves beneath, make it one of the most scenic spots on earth .",0.16666666666666669
19,the right of palestinian refugees to return to their former homes and property has been an ongoing issue for most of the post-1948 history of conflict in israel/palestine.,"one of the most consistent arguments used against the palestinian right of return is that regardless of whatever rights the original palestinian refugees of 1948 have, the vast majority of them have since died, and the vast majority of people to whom any such return would apply to are descended from the original refugees and were not actually born in palestine (in 2012 it was estimated that of the original refugees from 1948, between 30,000 and 50,000 were still living).",0.07245693669156703
20,the two-way flow of information between the brain and the enteric nervous system is Hansel conducted at monell .,"monell is the leading institute dedicated to conducting and publishing interdisciplinary basic research on taste, smell, and chemesthesis (chemically mediated skin senses, such as the burn of capsaicin or the tingle of carbonation).",0.14695497723423995
21,"approximately fifteen years after the art was infused with both chinese kung -fu and karate, a new form was born called silat.","pak de passed away in surabaya in 1983. in order to honor his contributions to the development of silat, the government of the republic of indonesia granted him with the title of ""pendekar purna utama"".",0.11151279760812298
22,"the uss kearsarge arrives to enforce union demands, breaking what was a tactic of divide and conquer .","picketers threw the canisters and rocks back at the police, who charged again, sending the picketers into retreat after a third assault .",0.19189814540137762
23,"the human rights watch report accused hezbollah of committing war crimes in northern israel, violating the laws of war by deliberately and systematically targeting civilian areas .","hezbollah committed serious violations of international humanitarian law, amounting to war crimes, in its deliberate targeting of israeli civilians during the recent conflict , amnesty international report .",0.3657746634551518
24,one newspaper accused him of not understanding police service needs.,"o'toole has accepted the department's responsibility, however she has also blamed the punks who turned the event into a ""near-riot"".",0.025460614620149886
25,one would likely be that the other side's values are comically out of touch with reality.,the other would likely be that group's values are comically out of touch with reality.,0.8888888888888888
26,"the family institute of connecticut is an interdenominational, conservative 501(c)(3) non-profit organization founded in 1989. its stated goal is to encourage and strengthen the family as the foundation of society and to promote judeo-christian ethical and moral values in the culture and government of connecticut.","the family institute of connecticut is an interdenominational, conservative 501(c)(3) non-profit dissembling organization founded in 1989. its stated goal is to encourage and strengthen the family as the foundation of society and to promote judeo-christian ethical and moral values in the culture and government of connecticut.",0.9813089605280836
27,"the station is owned by radio one , who own a number of stations in the uk including london station magic 105.4 and manchester 's key 103.","asher kushnir is a well-known russian-speaking rabbi, lecturer and specialist on childrearing and family relationships.",0.17857142857142858
28,"in english, north america is often referred to as meaning the united states and canada exclusively.","in english, north america is often used to refer to the united states and canada exclusively.",0.8333333333333334
29,"all but one of them get engaged into revealing encounters with women, which critics consider a study of the indian middle class.","all but one of them get engaged into revealing encounters with women, which becomes a deep study of the indian middle class.",0.9166666666666666
30,"the shared use of hard drive s and the exponential increases in disk space and data access speeds of hdds have enabled the commercial viability of consumer products that require large storage capacities, such as the tivo personal video recorder and digital music players .","the exponential increases in disk space and data access speeds of hdds have enabled the commercial viability of consumer products that require large storage capacities, such as the microsoft zune digital music player and the tivo personal video recorder .",0.8260869565217391
31,"werner smolnik, environmental movement worker, stated on april 26, 2005 that in the last four days, at least 1,000 toads have died in these conditions .","werner smolnik, environmental movement worker, stated on april 26, 2005 that in the last four days, at least 1,000 toads have died in this shocking manner.",0.9027350271165387
32,the 1997 asian financial crisis originated in thailand with the financial collapse of the thai baht.,"from 1956 until 1973, the baht was pegged to the u.s. dollar at an exchange rate of 20.8 baht = one dollar and at 20 baht = 1 dollar until 1978. a strengthening us economy caused thailand to re-peg its currency at 25 to the dollar from 1984 until july 2, 1997, when the country was stung by the 1997 asian financial crisis.",0.034167016098665036
33,"jones claims the footage was of the cremation of care ritual, in which some of the most powerful men in the world stage the sacrifice of a human being.","he is the first to publish video footage of the cremation of care ritual, in which some of the most powerful men in the world stage the sacrifice of a human being.",0.8199131263118945
34,"active server pages for java (asp4j) is not endorsed by microsoft and does not use the same technology as asp; it is designed to, and can be , easily extended with plugins, such as devrocket, that provide support for other programming languages and web development, among other functionality.","however, it is designed to, and can be , easily extended with plugins, such as devrocket, that provide support for other programming languages and web development, among other functionality.",0.5892857142857143
35,"however, more than 100 million eligible voters did not vote in the 2000 presidential election (about 46%), despite the high level of interest in the race.",in the 2000 election only about 54 percent of eligible voters were motivated enough to vote.,0.3125
36,a well-preserved and situated jewish cemetery is on the outskirts of geisa.,a well-preserved and picturesquely situated jewish cemetery is on the outskirts of geisa.,0.925961078642316
37,"along the same lines, analogues could be found in most other urban area settings such as the chicago democratic machine and the political racket of e. h. crump in memphis, tennessee.","analogues could be found in most other urban area settings such as the chicago democratic machine and the political racket of e. h. crump in memphis, tennessee.",0.8529411764705882
38,gleichheit (equality) is a german and austrian programmatic text and english weekly newspaper under authoritarian socialist party for politics and culture.,"the junge freiheit (jf, young freedom) is a far right german weekly newspaper for politics and culture.",0.5
39,industrial eclipse was released in november 2001 and it thus superseded (in a commercial sense) the 3.0 version of the commercial formerly entirelly proprietary version (version 3.0) of the platform.,"ibm recently announced plans for an exciting new lotus quickplace 8.0, coming in 2007.",0.057142857142857134
40,"it is also one of the traditional songs of spain, even though one of the longest running debates in the spanish culture (especially in the v region), is deciding whether valladolid or segovia in castilian-leon, spain was the birthplace of the song.","originally, tomas rodriguez wrote this song in the century xv in his hometown, valladolid (best town ever, by the way) .",0.25
41,the war in donbass (also known as the war in ukraine or war in eastern ukraine) is an ongoing armed conflict in the donbass region of ukraine.,"the war in donbass (also known as the war in ukraine or war in eastern ukraine , often simply referred to as ukrainian civil war ) is an ongoing armed conflict in the donbass region of ukraine.",0.7408182206817179
42,"building integrated, enterprise applications, where he worked primarily on their jbuilder product, prior to the company becoming part of borland intuitive/static border.",talend - global leader in open source integration software,0.0
43,"the departed was released in north america on october 6 , 2006 .","the departed is a 2006 academy award-winning film directed by martin scorsese, starring leonardo dicaprio, matt damon, jack nicholson, mark wahlberg, martin sheen, alec baldwin, and ray winstone.",0.0655631017725879
44,"in 2000 , he did a series on symbols found in temple s in india , winner of a national emmy award.","he was awarded the prestigious raja-lakshmi literary award for the year 1995 from sri raja-lakshmi foundation, chennai",0.13043478260869565
45,"the rainbow received much criticism when it was founded by former members of the organization for a mixed marriage , nicolas stoyanov (stoidis) and done katsorov (katsoris) , left the party to become leaders of the organization bulgarian human rights in macedonia, claiming to represent a bulgarian minority of greece.","the rainbow received much criticism when former members of the party , nicolas stoyanov (stoidis) and done katsorov (katsoris) , left the party to become leaders of the organization bulgarian human rights in macedonia, claiming to represent a bulgarian minority of greece.",0.8392857142857143
46,"most provinces have laws that allow peaceful picketing at the homes of individuals, which legal scholars suggest would make such a law constitutionally suspect.","elizabeth may celebrate her diamond jubilee in 2012, marking 60 years on the thrones .",0.1153846153846154
47,"kelly also appeared as luther in the 1979 film the warriors, where he screeches the famous line, ""warriors, come out to play-ee-ay!!","kelly is well-known for playing luther in the 1979 classic film the warriors, where he screeches the famous line, ""warriors, come out to play-ee-ay!!",0.8313060533071633
48,"palin's interviews showed uncertainty on certain key issues, that became a concern among some voters about her qualifications to be vice president or president.","however, during media interviews palin showed she lacked knowledge on certain key issues, and that cast doubt among many voters about her qualifications to be vice president or president.",0.6462947477010049
49,"the friendliest was wyoming, nevada, and south dakota.","superior states were wyoming, nevada, and south dakota.",0.7272727272727273
50,"the traditional english breakfast became popular during the victorian era, when a substantial meal before work became a typical norm for the english masses.","kippers are falsely claimed to have been invented by john woodger at seahouses in northumberland, england around 1843. local legend states that this happened accidentally, when fish for processing was left overnight in a room with a smoking stove.",0.12471530688150788
51,"popcorn, a traditional foodstuff for the event, is sugared and wrapped in cellophane .",the evolutionist position has been at the center of many social and religious controversies since its inception because of its potential implications for the origins of humankind.,0.11809163818525367
